SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,Unit at 259 W 85th St,New York,NY,10024,1395000,2,2.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/259-W-85th-St-10024/home/45224474,REBNY,HALS20249342,N,Y,40.7881555,-73.9776582
MLS Listing,,Condo/Co-op,Unit at 215 W 105th St,New York,NY,10025,619000,1,1.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/215-W-105th-St-10025/home/45163809,REBNY,HALS20221425,N,Y,40.8001551,-73.9667851
MLS Listing,,Condo/Co-op,99 Battery Pl Unit 16A,New York,NY,10280,725000,1,1.0,Liberty View,624,,1988,2,1162,1000,Active,,,http://www.redfin.com/NY/New-York/99-Battery-Pl-10280/unit-16A/home/45236397,OneKey,3234064,N,Y,40.7076052,-74.0166314
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,2110000,2,2.0,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/172518594,REBNY,HALS19383473,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 2 Charlton St,New York,NY,10013,1225000,1,1.0,Soho,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/2-Charlton-St-10014/home/172518593,REBNY,BHSR20035859,N,Y,40.7268627,-74.0038053
MLS Listing,,Condo/Co-op,Unit at 301 E 80th St,New York,NY,10021,7500000,4,4.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/301-E-80th-St-10075/home/172518592,REBNY,DEGI3980850,N,Y,40.7739569,-73.9541767
MLS Listing,,Condo/Co-op,Unit at 301 E 80th St,New York,NY,10021,8250000,4,4.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/301-E-80th-St-10075/home/172518591,REBNY,DEGI3980841,N,Y,40.7739569,-73.9541767
MLS Listing,,Condo/Co-op,Unit at 301 E 80th St,New York,NY,10021,5495000,3,3.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/301-E-80th-St-10075/home/172518590,REBNY,DEGI3980830,N,Y,40.7739569,-73.9541767
MLS Listing,,Condo/Co-op,Unit at 301 E 80th St,New York,NY,10021,3850000,2,2.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/301-E-80th-St-10075/home/172518589,REBNY,DEGI3980815,N,Y,40.7739569,-73.9541767
MLS Listing,,Condo/Co-op,Unit at 301 E 80th St,New York,NY,10021,2350000,1,1.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/301-E-80th-St-10075/home/172518585,REBNY,DEGI3980697,N,Y,40.7739569,-73.9541767
MLS Listing,,Condo/Co-op,Unit at 1175 York Ave,New York,NY,10065,795000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/1175-York-Ave-10065/home/45197045,REBNY,HALS20251834,N,Y,40.7615369,-73.9579786
MLS Listing,,Condo/Co-op,Unit at 205 W 95th St,New York,NY,10025,759000,1,1.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/205-W-95th-St-10025/home/115744558,REBNY,DEGI4350363,N,Y,40.7938201,-73.9713411
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,3700000,4,3.5,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/170244595,REBNY,HALS20251305,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 305 E 24th St,New York,NY,10010,695000,1,1.0,Middle East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/305-E-24th-St-10010/home/45148364,REBNY,NARD1242419,N,Y,40.7384804,-73.9799178
MLS Listing,,Condo/Co-op,Unit at 14 Horatio St,New York,NY,10014,695000,0,1.0,West Village,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/14-Horatio-St-10014/home/172518567,REBNY,UCOM1888213,N,Y,40.7385669,-74.0033414
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,1365000,1,1.0,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/172518566,REBNY,HALS19382694,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 301 E 80th St,New York,NY,10021,11350000,5,5.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/301-E-80th-St-10075/home/172518563,REBNY,DEGI3979511,N,Y,40.7739569,-73.9541767
MLS Listing,,Condo/Co-op,Unit at 301 E 80th St,New York,NY,10021,7495000,3,3.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/301-E-80th-St-10075/home/172518562,REBNY,DEGI3980997,N,Y,40.7739569,-73.9541767
MLS Listing,,Condo/Co-op,Unit at 69 W 9th St,New York,NY,10011,1750000,2,3.0,Central Village,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/69-W-9th-St-10011/home/169195859,REBNY,DEGI4350345,N,Y,40.7343029,-73.9987276
MLS Listing,,Condo/Co-op,Unit at 100 Riverside Blvd,New York,NY,10069,1479000,2,2.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/100-Riverside-Blvd-10069/home/45207081,REBNY,DEGI4350337,N,Y,40.77577,-73.9895914
MLS Listing,,Condo/Co-op,Unit at 23 E 22nd St,New York,NY,10010,4750000,2,2.0,Flatiron,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/23-E-22nd-St-10010/home/45320540,REBNY,UCOM422285,N,Y,40.7403023,-73.9881731
MLS Listing,,Condo/Co-op,Unit at 301 E 45th St,New York,NY,10017,1075000,2,1.0,Middle East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/301-E-45th-St-10017/home/45280199,REBNY,HLLR1112195,N,Y,40.7517836,-73.9703575
MLS Listing,,Condo/Co-op,Unit at 166 E 63rd St,New York,NY,10065,1450000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/166-E-63rd-St-10065/home/45131399,REBNY,HALS20251283,N,Y,40.7640866,-73.9651703
MLS Listing,,Condo/Co-op,Unit at 88 Greenwich St,New York,NY,10006,2195000,3,3.0,Lower Manhattan,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/88-Greenwich-St-10006/home/45218146,REBNY,DEGI4349953,N,Y,40.7078844,-74.0140879
MLS Listing,,Condo/Co-op,Unit at 200 E End Ave,New York,NY,10128,1395000,2,2.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/200-E-End-Ave-10128/home/172518558,REBNY,SOTH2982068,N,Y,40.7772322,-73.9435595
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,2200000,2,2.0,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/166812653,REBNY,HALS20251297,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,3200000,3,2.5,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/172518555,REBNY,HALS19382923,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 301 E 80th St,New York,NY,10021,4525000,2,2.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/301-E-80th-St-10075/home/172518554,REBNY,DEGI3980701,N,Y,40.7739569,-73.9541767
MLS Listing,,Condo/Co-op,Unit at 301 E 80th St,New York,NY,10021,6495000,4,4.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/301-E-80th-St-10075/home/172518553,REBNY,DEGI3980700,N,Y,40.7739569,-73.9541767
MLS Listing,,Condo/Co-op,Unit at 220 Riverside Blvd,New York,NY,10069,1285000,1,1.5,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/220-Riverside-Blvd-10069/home/45121297,REBNY,SPIR754580,N,Y,40.7798481,-73.9870662
MLS Listing,,Condo/Co-op,Unit at 69 Bennett Ave,New York,NY,10033,545000,2,1.0,Hudson Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/69-Bennett-Ave-10033/home/144132851,REBNY,KWNY241656,N,Y,40.8525968,-73.9352912
MLS Listing,,Condo/Co-op,Unit at 205 E 22nd St,New York,NY,10010,3450000,3,3.0,Gramercy Park,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/205-E-22nd-St-10010/home/172495830,REBNY,KWNY241645,N,Y,40.7380688,-73.982957
MLS Listing,,Condo/Co-op,Unit at 155 W 68th St,New York,NY,10023,999000,1,1.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/155-W-68th-St-10023/home/45268841,REBNY,KMRE1887733,N,Y,40.7761267,-73.9827725
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,940000,0,1.0,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/172517266,REBNY,HALS19382593,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 312 W 23rd St,New York,NY,10011,859000,1,1.0,Chelsea,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/312-W-23rd-St-10011/home/45134224,REBNY,UCOM1888168,N,Y,40.7453292,-73.9992088
MLS Listing,,Condo/Co-op,Unit at 389 E 89th St,New York,NY,10128,1195000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/389-E-89th-St-10128/home/143866887,REBNY,CORC6104695,N,Y,40.7791072,-73.9483299
MLS Listing,,Condo/Co-op,Unit at 180 Park Row,New York,NY,10038,889000,1,1.0,Chinatown,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/180-Park-Row-10038/home/172514617,REBNY,CICA1004,N,Y,40.713565,-73.999593
MLS Listing,,Condo/Co-op,Unit at 30 Sutton Pl,New York,NY,10022,2800000,2,2.0,Middle East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/30-Sutton-Pl-10022/home/172517238,REBNY,BHSR20107984,N,Y,40.758376,-73.960317
MLS Listing,,Condo/Co-op,Unit at 535 W End Ave,New York,NY,10024,10400000,5,4.5,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/535-W-End-Ave-10024/home/45322916,REBNY,SEEK1888126,N,Y,40.7888251,-73.9782968
MLS Listing,,Condo/Co-op,Unit at 328 W 96th St,New York,NY,10025,675000,1,1.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/328-W-96th-St-10025/home/102004439,REBNY,MONT1419,N,Y,40.7955171,-73.9745834
MLS Listing,,Condo/Co-op,Unit at 509 E 6th St,New York,NY,10009,875000,1,1.0,East Village,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/509-E-6th-St-10009/home/109654441,REBNY,HALS20247084,N,Y,40.7253444,-73.9832095
MLS Listing,,Condo/Co-op,Unit at 4 Lexington Ave,New York,NY,10010,749000,1,1.0,Gramercy Park,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/4-Lexington-Ave-10010/home/172517224,REBNY,HALS20220819,N,Y,40.7388198,-73.9855281
MLS Listing,,Condo/Co-op,Unit at 27 E 65th St,New York,NY,10065,535000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/27-E-65th-St-10065/home/52429599,REBNY,HDAX1329,N,Y,40.7673406,-73.9683647
MLS Listing,,Condo/Co-op,Unit at 242 W 104th St,New York,NY,10025,699000,2,1.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/242-W-104th-St-10025/home/45163756,REBNY,IPGL2138,N,Y,40.7996819,-73.9683143
MLS Listing,,Condo/Co-op,Unit at 315 W 86th St,New York,NY,10024,729000,1,1.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/315-W-86th-St-10024/home/145269922,REBNY,SPIR754046,N,Y,40.7894719,-73.9786411
MLS Listing,,Condo/Co-op,Unit at 210 W 21st St,New York,NY,10011,1250000,3,1.0,Chelsea,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/210-W-21st-St-10011/home/45203627,REBNY,PLER1014,N,Y,40.742923,-73.9974024
MLS Listing,,Condo/Co-op,Unit at 136 E 36th St,New York,NY,10016,1195000,2,2.0,Murray Hill Kips Bay,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/136-E-36th-St-10016/home/45338926,REBNY,KWNY241453,N,Y,40.7474557,-73.9786382
MLS Listing,,Condo/Co-op,Unit at 435 E 65th St,New York,NY,10065,580000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/435-E-65th-St-10065/home/45159190,REBNY,ASHW2981279,N,Y,40.7628525,-73.9574339
MLS Listing,,Condo/Co-op,Unit at 35 E 10th St,New York,NY,10003,1195000,1,1.0,Greenwich Village,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/35-E-10th-St-10003/home/112842849,REBNY,LIVL113710,N,Y,40.7324976,-73.9927644
MLS Listing,,Condo/Co-op,Unit at 201 E 17th St,New York,NY,10003,1249000,2,1.5,Gramercy Park,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/201-E-17th-St-10003/home/105881727,REBNY,BOND1635917,N,Y,40.7351956,-73.9853559
MLS Listing,,Condo/Co-op,Unit at 201 W 70th St,New York,NY,10023,1175000,1,1.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/201-W-70th-St-10023/home/172517108,REBNY,SOTH2981945,N,Y,40.7776054,-73.9828731
MLS Listing,,Condo/Co-op,Unit at 245 E 24th St,New York,NY,10010,675000,1,1.0,Middle East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/245-E-24th-St-10010/home/114574594,REBNY,HAUS1024,N,Y,40.7388152,-73.9806852
MLS Listing,,Condo/Co-op,Unit at 345 E 69th St,New York,NY,10021,2095000,3,3.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/345-E-69th-St-10021/home/108532052,REBNY,HAUS1022,N,Y,40.7665473,-73.9586355
MLS Listing,,Condo/Co-op,Unit at 300 Albany St,New York,NY,10280,1190000,2,2.0,Battery Park City,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/300-Albany-St-10280/home/45234988,REBNY,HAUS1017,N,Y,40.7100228,-74.0168448
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,2500000,3,2.5,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/166812658,REBNY,HALS20251302,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,2075000,2,2.5,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/169038225,REBNY,HALS20251300,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 875 W 181st St,New York,NY,10033,369000,1,1.0,Hudson Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/875-W-181st-St-10033/home/45165500,REBNY,SOVE79579,N,Y,40.8518735,-73.9413322
MLS Listing,,Condo/Co-op,Unit at 150 E 27th St,New York,NY,10016,598000,1,1.0,Middle East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/150-E-27th-St-10016/home/45146847,REBNY,BOND1636634,N,Y,40.7415796,-73.9821215
MLS Listing,,Condo/Co-op,Unit at 2 Beekman Pl,New York,NY,10022,569000,1,1.0,Middle East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/2-Beekman-Pl-10022/home/45180794,REBNY,HALS20254943,N,Y,40.7529821,-73.9652567
MLS Listing,,Condo/Co-op,Unit at 100 Overlook Ter,New York,NY,10040,719000,2,1.0,Washington Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/100-Overlook-Ter-10040/home/45170333,REBNY,HALS20251407,N,Y,40.8558902,-73.9351781
MLS Listing,,Condo/Co-op,Unit at 170 E 77th St,New York,NY,10075,995000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/170-E-77th-St-10075/home/45225419,REBNY,UCOM1714568,N,Y,40.773151,-73.9591972
MLS Listing,,Condo/Co-op,Unit at 165 E 72nd St,New York,NY,10021,525000,0,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/165-E-72nd-St-10021/home/161603115,REBNY,STRI1817145,N,Y,40.7702538,-73.9607635
MLS Listing,,Condo/Co-op,Unit at 333 E 66th St,New York,NY,10065,725000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/333-E-66th-St-10065/home/105887464,REBNY,KWNY241674,N,Y,40.7644155,-73.95918
MLS Listing,,Condo/Co-op,Unit at 435 E 86th St,New York,NY,10028,645000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/435-E-86th-St-10028/home/45162218,REBNY,KWNY241666,N,Y,40.7765576,-73.9478991
MLS Listing,,Condo/Co-op,Unit at 354 W 12th St,New York,NY,10014,440000,0,1.0,West Village,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/354-W-12th-St-10014/home/45144044,REBNY,KWNY241665,N,Y,40.737362,-74.007532
MLS Listing,,Condo/Co-op,Unit at 120 E 90th St,New York,NY,10128,699000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/120-E-90th-St-10128/home/45292144,REBNY,KWNY241658,N,Y,40.7820414,-73.9540224
MLS Listing,,Condo/Co-op,Unit at 333 E 66th St,New York,NY,10065,475000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/333-E-66th-St-10065/home/151114121,REBNY,KWNY241611,N,Y,40.7644076,-73.9591725
MLS Listing,,Condo/Co-op,Unit at 400 E 90th St,New York,NY,10128,1650000,2,2.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/400-E-90th-St-10128/home/45196287,REBNY,KWNY241604,N,Y,40.7791831,-73.9472423
MLS Listing,,Condo/Co-op,Unit at 425 E 63rd St,New York,NY,10065,699000,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/425-E-63rd-St-10065/home/45159169,REBNY,RUTE1888148,N,Y,40.7617094,-73.9587123
MLS Listing,,Condo/Co-op,Unit at 150 E 72nd St,New York,NY,10021,9980000,4,5.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/150-E-72nd-St-10021/home/115816987,REBNY,BHSR20199466,N,Y,40.7701181,-73.962065
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,2600000,2,2.0,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/168968701,REBNY,HALS20251298,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,1800000,2,2.0,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/169038218,REBNY,HALS20251296,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,1750000,2,2.0,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/166812659,REBNY,HALS20251295,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,1200000,1,1.0,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/169038229,REBNY,HALS20251292,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,Unit at 543 W 122nd St,New York,NY,10027,1150000,1,1.0,Morningside Heights,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/160618651,REBNY,HALS20251291,N,Y,40.8114727,-73.9602154
MLS Listing,,Single Family Residential,326 E 74th St,New York,NY,10021,6000000,,,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/326-E-74th-St-10021/home/45288168,REBNY,BOND1636597,N,Y,40.7695348,-73.9565398
MLS Listing,,Single Family Residential,324 E 74th St,New York,NY,10021,6000000,,,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/324-E-74th-St-10021/home/45288169,REBNY,BOND1636585,N,Y,40.7696185,-73.9565857
MLS Listing,,Single Family Residential,151 E 29th St,Brooklyn,NY,10016,3950000,,,Flatbush,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/151-E-29th-St-10016/home/45253560,REBNY,LESL2981947,N,Y,40.743008,-73.980822
MLS Listing,,Single Family Residential,421 E 80th St,New York,NY,10021,6000000,,,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/421-E-80th-St-10075/home/45295843,REBNY,BOND1636600,N,Y,40.772854,-73.951192
MLS Listing,,Condo/Co-op,Unit at 425 Fifth Ave,New York,NY,10016,1199000,1,1.0,Middle East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/425-5th-Ave-10016/home/45124694,REBNY,CORC6107902,N,Y,40.75104,-73.9822517
MLS Listing,,Condo/Co-op,Unit at 145 E 48th St,New York,NY,10017,1195000,1,1.5,Middle East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/145-E-48th-St-10017/home/45278120,REBNY,DEGI4349769,N,Y,40.7551234,-73.9724043
MLS Listing,,Condo/Co-op,Unit at 258 Riverside Dr,New York,NY,10025,2590000,3,2.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/258-Riverside-Dr-10025/home/108529406,REBNY,SOTH2981770,N,Y,40.7968404,-73.9735034
MLS Listing,,Condo/Co-op,Unit at 551 W 21st St,New York,NY,10011,25995000,7,7.0,Chelsea,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/551-W-21st-St-10011/home/115268336,REBNY,DEGI4349962,N,Y,40.747502,-74.0070854
MLS Listing,,Condo/Co-op,Unit at 144 W 18th St,New York,NY,10011,4995000,4,3.5,Chelsea,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/144-W-18th-St-10011/home/172516443,REBNY,DEGI4349955,N,Y,40.7404789,-73.9970423
MLS Listing,,Condo/Co-op,Unit at 136 E 76th St,New York,NY,10021,3495000,4,3.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/136-E-76th-St-10021/home/172516441,REBNY,UCOM1888123,N,Y,40.7728749,-73.9607646
MLS Listing,,Condo/Co-op,Unit at 295 Greenwich St,New York,NY,10007,1199000,1,1.0,Tribeca,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/295-Greenwich-St-10007/home/45237307,REBNY,UCOM1888133,N,Y,40.7158658,-74.0107464
MLS Listing,,Condo/Co-op,Unit at 401 E 84th St,New York,NY,10028,799995,1,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/401-E-84th-St-10028/home/45295680,REBNY,CORC6106060,N,Y,40.7755336,-73.9499197
MLS Listing,,Condo/Co-op,Unit at 150 E 69th St,New York,NY,10065,3300000,3,3.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/150-E-69th-St-10021/home/172516438,REBNY,BHSR20082060,N,Y,40.7678001,-73.9629685
