SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,Unit at 77 Hudson St,New York,NY,10013,2999000,2,2.0,Tribeca,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/77-Hudson-St-10013/home/114669214,REBNY,CORC6106142,N,Y,40.7184711,-74.0090977
MLS Listing,,Condo/Co-op,Unit at 44 Gramercy Park N,New York,NY,10010,2295000,2,2.0,Gramercy Park,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/44-Gramercy-Park-N-10010/home/45198218,REBNY,DEGI4134967,N,Y,40.7381139,-73.9847706
MLS Listing,,Condo/Co-op,160 Central Park,New York,NY,10019,999999,1,2.0,Essex House,,,1930,2,,,Active,,,http://www.redfin.com/NY/New-York/160-Central-Park-S-10019/home/45123692,OneKey,3233851,N,Y,40.7660208,-73.9786492
MLS Listing,,Condo/Co-op,Unit at 303 E 57th St,New York,NY,10022,1099000,2,3.0,Middle East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/303-E-57th-St-10022/home/45155457,REBNY,UCOM617785,N,Y,40.7595774,-73.964779
MLS Listing,,Condo/Co-op,Unit at 333 E 91st St,New York,NY,10128,1595000,2,2.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/333-E-91st-St-10128/home/45336508,REBNY,HAUS1016,N,Y,40.7803429,-73.947266
MLS Listing,,Condo/Co-op,333 Pearl St Unit 11G,Manhattan,NY,10038,569000,0,1.0,Manhattan,550,,,2,1035,,Active,,,http://www.redfin.com/NY/New-York/333-Pearl-St-10038/unit-11G/home/172516378,BNYMLS,440556,N,Y,40.7095003,-74.0026069
MLS Listing,,Condo/Co-op,Unit at 340 E 64th St,New York,NY,10065,1650000,2,1.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/340-E-64th-St-10065/home/45288085,REBNY,CTRE2981586,N,Y,40.7628042,-73.9603412
MLS Listing,,Condo/Co-op,Unit at 1235 Park Ave,New York,NY,10128,4995000,5,4.5,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/1235-Park-Ave-10128/home/115741167,REBNY,BHSR20243158,N,Y,40.786184,-73.9524625
MLS Listing,,Condo/Co-op,Unit at 130 W 67th St,New York,NY,10023,785000,1,1.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/130-W-67th-St-10023/home/45177100,REBNY,BHSR20246260,N,Y,40.7749252,-73.9832325
MLS Listing,,Condo/Co-op,Unit at 69 Fifth Ave,New York,NY,10003,1050000,2,1.0,Flatiron,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/69-5th-Ave-10003/home/144347758,REBNY,DEGI4348706,N,Y,40.7360697,-73.9932183
MLS Listing,,Condo/Co-op,Unit at 100 W 57th St,New York,NY,10019,150000,0,1.0,Middle West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/100-W-57th-St-10019/home/45148227,REBNY,DEGI4348618,N,Y,40.7641081,-73.9776418
MLS Listing,,Condo/Co-op,Unit at 225 E 36th St,New York,NY,10016,680000,1,1.0,Murray Hill Kips Bay,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/225-E-36th-St-10016/home/45339083,REBNY,UCOM178899,N,Y,40.746657,-73.975801
MLS Listing,,Condo/Co-op,Unit at 205 W 89th St,New York,NY,10024,4200000,4,4.0,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/205-W-89th-St-10024/home/172514612,REBNY,DEGI4348699,N,Y,40.7901204,-73.9745404
MLS Listing,,Condo/Co-op,Unit at 156 E 79th St,New York,NY,10075,945000,2,1.0,Upper East Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/156-E-79th-St-10075/home/105887794,REBNY,UCOM1327494,N,Y,40.7745241,-73.9585526
MLS Listing,,Condo/Co-op,Unit at 20 West St,New York,NY,10004,680000,1,1.0,Financial District,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/20-West-St-10004/home/45187729,REBNY,UCOM1692212,N,Y,40.7061965,-74.0157366
MLS Listing,,Condo/Co-op,Unit at 160 W 66th St,New York,NY,10023,1550000,1,1.5,Upper West Side,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/160-W-66th-St-10023/home/45267314,REBNY,DEGI4348038,N,Y,40.774284,-73.9841508
MLS Listing,,Condo/Co-op,Unit at 350 W 50th St,New York,NY,10019,720000,0,1.0,Middle West Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/350-W-50th-St-10019/home/45261978,REBNY,ELEG39602,N,Y,40.7629867,-73.9880683
MLS Listing,,Condo/Co-op,61st 161 West Unit 8E,New York,NY,10023,999000,1,1.5,The Alfred,822,,1988,3,1215,1175,Active,,,http://www.redfin.com/NY/New-York/161-W-61st-St-10023/unit-8E/home/45267554,OneKey,3233751,N,Y,40.7715383,-73.9858725
MLS Listing,,Condo/Co-op,Unit at 404 E 79th St,New York,NY,10075,839000,1,1.0,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/404-E-79th-St-10075/home/45289505,REBNY,WRNY1887748,N,Y,40.7719586,-73.952317
MLS Listing,,Condo/Co-op,Unit at 160 W End Ave,New York,NY,10023,975000,1,1.0,Upper West Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/160-W-End-Ave-10023/home/167275866,REBNY,TRIP1888031,N,Y,40.7760126,-73.9850894
MLS Listing,,Condo/Co-op,Unit at 211 W 14th St,New York,NY,10011,1860000,1,1.0,Chelsea,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/211-W-14th-St-10011/home/115435796,REBNY,TNNY1623493,N,Y,40.7390578,-74.0000521
MLS Listing,,Condo/Co-op,Unit at 799 Park Ave,New York,NY,10021,2700000,3,2.0,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/799-Park-Ave-10021/home/45157131,REBNY,NYPR2034653,N,Y,40.7724943,-73.9624557
MLS Listing,,Condo/Co-op,Unit at 160 W End Ave,New York,NY,10023,1650000,3,2.0,Upper West Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/160-W-End-Ave-10023/home/45232170,REBNY,UCOM666597,N,Y,40.7760126,-73.9850894
MLS Listing,,Condo/Co-op,Unit at 200 E 90th St,New York,NY,10128,1295000,2,2.0,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/200-E-90th-St-10128/home/45161921,REBNY,DEGI4349347,N,Y,40.7810446,-73.9519172
MLS Listing,,Condo/Co-op,Unit at 7 E 14th St,New York,NY,10003,969000,1,1.0,Flatiron,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/7-E-14th-St-10003/home/53323783,REBNY,UCOM297381,N,Y,40.7358375,-73.9927706
MLS Listing,,Condo/Co-op,Unit at 570 Grand St,New York,NY,10002,795000,2,1.0,Lower East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/570-Grand-St-10002/home/172511272,REBNY,UCOM1888040,N,Y,40.7140634,-73.978966
MLS Listing,,Condo/Co-op,Unit at 225 Central Park W,New York,NY,10024,1595000,2,2.0,Upper West Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/225-Central-Park-W-10024/home/172511271,REBNY,UCOM1888039,N,Y,40.7830893,-73.9713177
MLS Listing,,Condo/Co-op,Unit at 90 William St,New York,NY,10038,869000,1,1.0,Financial District,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/90-William-St-10038/home/45219880,REBNY,UCOM418387,N,Y,40.7081041,-74.0074731
MLS Listing,,Condo/Co-op,Unit at 125 E 12th St,New York,NY,10003,3285000,3,2.5,Greenwich Village,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/125-E-12th-St-10003/home/45244466,REBNY,SOTH2981577,N,Y,40.732427,-73.9887233
MLS Listing,,Condo/Co-op,Unit at 15 Jones St,New York,NY,10014,640000,1,1.0,Greenwich Village,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/15-Jones-St-10014/home/172511254,REBNY,CORE2981621,N,Y,40.7323269,-74.0024921
MLS Listing,,Condo/Co-op,Unit at 125 Greene St,New York,NY,10012,3995000,2,2.0,Soho,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/125-Greene-St-10012/home/144319366,REBNY,CORC6096118,N,Y,40.7255782,-73.9992377
MLS Listing,,Townhouse,Unit at 206 E 18th St,New York,NY,10003,2300000,4,3.0,Gramercy Park,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/206-E-18th-St-10003/home/172510742,REBNY,HALS20220824,N,Y,40.7353669,-73.9850001
MLS Listing,,Condo/Co-op,Unit at 35 Park Ave,New York,NY,10016,835000,1,1.0,Murray Hill Kips Bay,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/35-Park-Ave-10016/home/45229793,REBNY,UCOM610048,N,Y,40.748006,-73.980291
MLS Listing,,Condo/Co-op,Unit at 154 W 18th St,New York,NY,10011,2900000,2,2.0,Chelsea,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/154-W-18th-St-10011/home/172510738,REBNY,UCOM128252,N,Y,40.7404842,-73.9973577
MLS Listing,,Condo/Co-op,Unit at 61 W 62nd St,New York,NY,10023,649000,1,1.0,Upper West Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/61-W-62nd-St-10023/home/45177013,REBNY,UCOM27477,N,Y,40.771079,-73.9827734
MLS Listing,,Condo/Co-op,Unit at 310 E 70th St,New York,NY,10021,750000,1,1.0,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/310-E-70th-St-10021/home/115090036,REBNY,UCOM1600075,N,Y,40.7670733,-73.9587952
MLS Listing,,Condo/Co-op,Unit at 310 W 52nd St,New York,NY,10019,1065000,1,1.5,Middle West Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/310-W-52nd-St-10019/home/45191593,REBNY,SOTH2981563,N,Y,40.7635957,-73.9859404
MLS Listing,,Condo/Co-op,Unit at 4 W 21st St,New York,NY,10010,2200000,3,2.5,Flatiron,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/4-W-21st-St-10010/home/45167141,REBNY,SOTH2981543,N,Y,40.7404258,-73.9914049
MLS Listing,,Condo/Co-op,Unit at 300 E 54th St,New York,NY,10022,739000,1,1.0,Middle East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/300-E-54th-St-10022/home/172510730,REBNY,WRNY1887734,N,Y,40.7570829,-73.9663752
MLS Listing,,Condo/Co-op,Unit at 205 E 77th St,New York,NY,10075,369000,0,1.0,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/205-E-77th-St-10075/home/45158125,REBNY,HALS20215278,N,Y,40.7728867,-73.9575288
MLS Listing,,Condo/Co-op,65 Leonard St,New York,NY,10013,4900000,3,3.0,Tribeca,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/65-Leonard-St-10013/home/45237736,REBNY,DEGI4340643,N,Y,40.7177075,-74.0055001
MLS Listing,,Condo/Co-op,Unit at 45 W 10th St,New York,NY,10011,995000,1,1.0,Greenwich Village,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/45-W-10th-St-10011/home/45330309,REBNY,UCOM932617,N,Y,40.7345713,-73.9976257
MLS Listing,,Condo/Co-op,Unit at 320 E 42nd St,New York,NY,10017,378000,0,1.0,Middle East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/320-E-42nd-St-10017/home/59313118,REBNY,DEGI4333702,N,Y,40.7494804,-73.9717381
MLS Listing,,Condo/Co-op,Unit at 180 W End Ave,New York,NY,10023,520000,0,1.0,Upper West Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/180-W-End-Ave-10023/home/45150346,REBNY,TRIP1887942,N,Y,40.7774246,-73.98562
MLS Listing,,Condo/Co-op,Unit at 520 W 28th St,New York,NY,10001,11495000,5,6.0,Chelsea,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/520-W-28th-St-10001/home/147019573,REBNY,CORC6107099,N,Y,40.751033,-74.0029218
MLS Listing,,Condo/Co-op,Unit at 32 Gramercy Park S,New York,NY,10003,785000,1,1.0,Gramercy Park,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/32-Gramercy-Park-S-10003/home/169288220,REBNY,DEGI4346328,N,Y,40.7369454,-73.9848904
MLS Listing,,Condo/Co-op,400 Fifth Ave Unit 52F,New York,NY,10018,1799000,1,1.5,Residences At 400 Fifth,982,,2010,3,1832,1598,Active,,,http://www.redfin.com/NY/New-York/400-5th-Ave-10018/unit-52F/home/45331910,OneKey,3233562,N,Y,40.7500752,-73.9837835
MLS Listing,,Condo/Co-op,Unit at 269 Bennett Ave,New York,NY,10040,599000,2,1.0,Washington Heights,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/269-Bennett-Ave-10040/home/115740996,REBNY,ELEG1366019,N,Y,40.8590536,-73.9323424
MLS Listing,,Condo/Co-op,Unit at 120 Greenwich St,New York,NY,10006,695000,1,1.0,Financial District,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/120-Greenwich-St-10013/home/45188864,REBNY,UCOM269630,N,Y,40.7090409,-74.0133167
MLS Listing,,Condo/Co-op,Unit at 138 E 36th St,New York,NY,10016,399999,0,1.0,Murray Hill Kips Bay,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/138-E-36th-St-10016/home/45175380,REBNY,HALS20243228,N,Y,40.7473213,-73.9783463
MLS Listing,,Condo/Co-op,Unit at 345 E 56th St,New York,NY,10022,825000,2,1.0,Middle East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/345-E-56th-St-10022/home/172509918,REBNY,KLEI217799,N,Y,40.7580352,-73.9635669
MLS Listing,,Condo/Co-op,Unit at 225 W 83rd St,New York,NY,10024,3250000,4,2.5,Upper West Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/225-W-83rd-St-10024/home/172509904,REBNY,UCOM156169,N,Y,40.7863054,-73.9772583
MLS Listing,,Condo/Co-op,Unit at 210 E 15th St,New York,NY,10003,500000,0,1.0,Gramercy Park,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/210-E-15th-St-10003/home/102005526,REBNY,UCOM386461,N,Y,40.7334857,-73.9860348
MLS Listing,,Condo/Co-op,Unit at 635 W 42nd St,New York,NY,10036,865000,1,1.0,Middle West Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/635-W-42nd-St-10036/home/45195455,REBNY,HALS20252388,N,Y,40.7617008,-73.9996228
MLS Listing,,Condo/Co-op,Unit at 300 E 77th St,New York,NY,10021,8450000,5,5.0,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/300-E-77th-St-10075/home/45122009,REBNY,DEGI4348461,N,Y,40.7717689,-73.955783
MLS Listing,,Condo/Co-op,Unit at 130 Lenox Ave,New York,NY,10026,589000,2,2.0,Harlem,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/130-Lenox-Ave-10026/home/172509396,REBNY,CORC6105606,N,Y,40.8022161,-73.9491786
MLS Listing,,Condo/Co-op,345 E 93rd St Unit 17B,New York,NY,10128,625000,1,1.0,Mill Rock Plaza,750,,1975,3,833,1602,Active,,,http://www.redfin.com/NY/New-York/345-E-93rd-St-10128/unit-17B/home/45162156,OneKey,3233491,N,Y,40.7818656,-73.946292
MLS Listing,,Multi-Family (2-4 Unit),27 Perry St,New York,NY,10014,10800000,,,West Village,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/27-Perry-St-10014/home/45246288,REBNY,UCOM22803,N,Y,40.7358079,-74.0022625
MLS Listing,,Condo/Co-op,Unit at 110 Riverside Dr,New York,NY,10024,2995000,3,3.0,Upper West Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/110-Riverside-Dr-10024/home/160934395,REBNY,UCOM1814482,N,Y,40.7877568,-73.9810032
MLS Listing,,Condo/Co-op,Unit at 319 W 18th St,New York,NY,10011,775000,1,1.0,Chelsea,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/319-W-18th-St-10011/home/45338621,REBNY,UCOM981382,N,Y,40.7428697,-74.0016685
MLS Listing,,Condo/Co-op,18 W 48th St Unit 31A,New York,NY,10036,2450000,2,2.0,The Centria,1191,,2005,3,2057,1645,Active,,,http://www.redfin.com/NY/New-York/18-W-48th-St-10036/unit-31A/home/45195827,OneKey,H6055109,N,Y,40.7574596,-73.9793586
MLS Listing,,Condo/Co-op,Unit at 575 Park Ave,New York,NY,10065,4000000,3,3.0,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/575-Park-Ave-10065/home/171198585,REBNY,SOTH2980909,N,Y,40.7650253,-73.9676403
MLS Listing,,Condo/Co-op,Unit at 1400 Fifth Ave,New York,NY,10026,1175000,3,2.0,West Harlem,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/1400-5th-Ave-10026/home/45136041,REBNY,UCOM1886121,N,Y,40.8005472,-73.9469577
MLS Listing,,Condo/Co-op,Unit at 80 Warren St,New York,NY,10007,2495000,2,2.0,Tribeca,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/80-Warren-St-10007/home/167087290,REBNY,DEGI4343683,N,Y,40.7154825,-74.0103423
MLS Listing,,Condo/Co-op,Unit at 356 W 23rd St,New York,NY,10011,549000,0,1.0,Chelsea,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/356-W-23rd-St-10011/home/113006401,REBNY,UCOM919673,N,Y,40.7460292,-74.0007964
MLS Listing,,Condo/Co-op,Unit at 200 E 79th St,New York,NY,10075,6995000,4,4.5,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/200-E-79th-St-10075/home/105855200,REBNY,ELEG1140705,N,Y,40.7739578,-73.9571981
MLS Listing,,Condo/Co-op,Unit at 40 W 24th St,New York,NY,10011,2950000,2,2.0,Flatiron,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/40-W-24th-St-10010/home/45174832,REBNY,UCOM378281,N,Y,40.7430283,-73.991495
MLS Listing,,Condo/Co-op,Unit at 50 Lexington Ave,New York,NY,10010,625000,1,1.0,Flatiron,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/50-Lexington-Ave-10010/home/45146115,REBNY,LLGI2980600,N,Y,40.7406448,-73.9842426
MLS Listing,,Condo/Co-op,Unit at 225 E 36th St,New York,NY,10016,699000,1,1.0,Middle East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/225-E-36th-St-10016/home/45148003,REBNY,DEGI4346446,N,Y,40.746657,-73.975801
MLS Listing,,Condo/Co-op,266 E Broadway Ave Unit B302,New York,NY,10002,499900,0,1.0,New York,420,,,3,1190,,Active,,,http://www.redfin.com/NY/New-York/266-E-Broadway-10002/unit-B302/home/45140270,BNYMLS,440525,N,Y,40.715005,-73.9851838
MLS Listing,,Condo/Co-op,Unit at 66 Madison Ave,New York,NY,10016,475000,0,1.0,Flatiron,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/66-Madison-Ave-10016/home/146130544,REBNY,HALS20253633,N,Y,40.7436978,-73.9861709
MLS Listing,,Condo/Co-op,Unit at 200 E 69th St,New York,NY,10021,1900000,1,2.0,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/200-E-69th-St-10021/home/45286208,REBNY,UCOM53239,N,Y,40.76751,-73.961754
MLS Listing,,Condo/Co-op,Unit at 935 Park Ave,New York,NY,10028,3650000,3,2.5,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/935-Park-Ave-10028/home/172508561,REBNY,DEGI4347229,N,Y,40.7766732,-73.9592873
MLS Listing,,Condo/Co-op,Unit at 124 E 79th St,New York,NY,10075,675000,0,1.0,Upper East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/124-E-79th-St-10075/home/45285442,REBNY,AKAM1887255,N,Y,40.7750417,-73.9597079
MLS Listing,,Condo/Co-op,Unit at 415 Main St,Roosevelt Island,NY,10044,1335000,2,2.0,Roosevelt Island,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/415-Main-St-10044/home/45225550,REBNY,DEGI4346445,N,Y,40.7582784,-73.9536439
MLS Listing,,Condo/Co-op,Unit at 444 W 19th St,New York,NY,10011,1200000,1,1.0,Chelsea,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/444-W-19th-St-10011/home/45136636,REBNY,DEGI4346793,N,Y,40.7446209,-74.0050615
MLS Listing,,Condo/Co-op,Unit at 1055 Park Ave,New York,NY,10128,5950000,3,3.5,Upper East Side,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/1055-Park-Ave-10028/home/45332552,REBNY,MODL2980979,N,Y,40.7806042,-73.9564007
MLS Listing,,Condo/Co-op,Unit at 275 W 96th St,New York,NY,10025,2885000,4,2.5,Upper West Side,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/275-W-96th-St-10025/home/172506655,REBNY,DEGI4345419,N,Y,40.795181,-73.9722589
MLS Listing,,Condo/Co-op,Unit at 993 Park Ave,New York,NY,10028,5750000,6,3.5,Upper East Side,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/993-Park-Ave-10028/home/172506654,REBNY,BHSR20215206,N,Y,40.7785633,-73.957795
MLS Listing,,Condo/Co-op,Unit at 167 E 61st St,New York,NY,10065,1785000,2,2.5,Upper East Side,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/167-E-61st-St-10065/home/45156673,REBNY,UCOM100521,N,Y,40.7631868,-73.9657847
MLS Listing,,Condo/Co-op,Unit at 108 Fifth Ave,New York,NY,10011,2795000,3,3.5,Flatiron,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/108-5th-Ave-10011/home/172506651,REBNY,BHSR20252248,N,Y,40.7372469,-73.9930806
MLS Listing,,Condo/Co-op,Unit at 112 Hudson St,New York,NY,10013,1825000,2,1.5,Tribeca,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/112-Hudson-St-10013/home/45238408,REBNY,UCOM240800,N,Y,40.7195681,-74.0083601
MLS Listing,,Condo/Co-op,Unit at 215 Chrystie St,New York,NY,10002,13995000,6,6.5,Lower East Side,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/215-Chrystie-St-10002/home/172506650,REBNY,OLSH20084720,N,Y,40.7231104,-73.9920935
MLS Listing,,Condo/Co-op,Unit at 333 W 57th St,New York,NY,10019,995000,1,1.0,Middle West Side,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/333-W-57th-St-10019/home/172505615,REBNY,ALEX113962,N,Y,40.7676111,-73.9844176
MLS Listing,,Condo/Co-op,Unit at 323 E 21st St,New York,NY,10010,295000,0,1.0,Gramercy Park,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/323-E-21st-St-10010/home/172505611,REBNY,ELEG1887719,N,Y,40.7362091,-73.9805529
MLS Listing,,Condo/Co-op,Unit at 839 W End Ave,New York,NY,10025,1385000,2,2.0,Upper West Side,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/839-W-End-Ave-10025/home/45169810,REBNY,CORC6102346,N,Y,40.7983784,-73.9712947
MLS Listing,,Condo/Co-op,Unit at 21 E 22nd St,New York,NY,10010,1695000,1,1.0,Flatiron,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/21-E-22nd-St-10010/home/45145722,REBNY,FLAT2013292,N,Y,40.7404797,-73.9884715
MLS Listing,,Condo/Co-op,Unit at 245 E 54th St,New York,NY,10022,695000,1,1.0,Middle East Side,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/245-E-54th-St-10022/home/172505560,REBNY,NEXT20252231,N,Y,40.7577737,-73.9667949
MLS Listing,,Condo/Co-op,376 Broadway Unit 6D,New York,NY,10013,669999,0,1.0,New York,465,,1990,4,1441,,Active,,,http://www.redfin.com/NY/New-York/376-Broadway-10013/unit-6D/home/45238064,BNYMLS,440485,N,Y,40.7177053,-74.002883
Local rules require that we limit downloads to 250 results from REBNY.
